Sample,Year,Month,Day,Bulk vs. Seq,Sample,Study Site,,pH,pH stat,NH4,NH4 stat,Ordinal date,Na,Mg,K,Ca,Total Al,Si,S,ICP,,Cl,SO4,NO3,IC,Total N,TN,DON,,DOC,DOC,,Ca_Al Ratio,ADP,
46973,2010,3,22,Bulk,TF,YP,bulk sample,6.65,D,41.483,D,733853,47.63,12.81,59.04,18.19,0.38,0.74,14.70,D,46973,67.66,26.81,28.39,D,83.558,D,13.69,46973,257.49 ,D,,23.9342105263,30,
46974,2010,3,22,Bulk,TF,BE,bulk sample,6.51,D,95.39,D,733853,69.19,24.94,29.11,37.68,0.26,4.93,28.74,D,46974,86.92,53.01,56.80,D,155.127,D,2.93,46974,29.72 ,R,,72.4615384615,30,
46975,2010,3,22,Bulk,SF,YP,bulk sample,6.51,D,60.195,D,733853,32.32,79.98,456.76,76.49,7.04,2.18,69.10,D,46975,77.60,101.03,10.38,D,147.457,R,76.88,46975,208.35 ,R,,5.43252840909,30,
46976,2010,3,22,Bulk,SF,BE,bulk sample,6.32,D,209.72,D,733853,111.90,96.44,138.18,130.32,0.57,7.85,122.00,D,46976,197.55,223.53,170.70,D,473.542,R,93.12,46976,31.52 ,R,,114.315789474,30,
46977,2010,3,22,Bulk,LL,LL,bulk sample,6.23,D,1.215,D,733853,30.84,98.41,87.26,88.35,1.74,58.12,19.63,D,46977,92.07,30.08,51.51,D,76.728,D,24.00,46977,32.88 ,R,,25.3879310345,30,
46978,2010,3,22,Bulk,LL,LL,bulk sample,6.16,D,1.255,D,733853,26.69,67.82,65.74,88.04,1.45,46.96,18.54,D,46978,55.25,29.60,75.61,D,100.915,D,24.05,46978,610.59 ,D,,30.3586206897,30,
46979,2010,3,22,Bulk,SSF,YP,bulk sample,5.01,D,3.103,D,733853,29.90,94.03,162.35,94.87,19.10,36.72,57.58,D,46979,52.45,100.46,182.39,D,218.629,R,33.14,46979,1219.16,D,,2.4835078534,30,
46980,2010,3,22,Bulk,SSF,BE,bulk sample,4.4,D,63.888,D,733853,53.20,72.37,123.22,83.74,9.73,27.43,76.89,D,46980,104.07,140.06,150.32,D,277.715,R,63.50,46980,727.34,D,,4.30318602261,30,
46981,2010,4,24,Bulk,BP,BP,bulk sample,4.78,D,4.877,D,733886,44.23,14.22,8.65,20.18,0.01,1.13,11.88,D,46981,55.42,23.11,17.10,D,53.175,D,31.20,46981,99.96,D,,1009.0,13,
46982,2010,4,24,Bulk,TF,YP,bulk sample,5.8,D,23.695,D,733886,16.80,56.92,155.07,59.28,2.56,2.01,24.48,D,46982,7.82,38.69,13.72,D,54.943,D,17.52,46982,1095.89,D,,11.578125,13,
46983,2010,4,24,Bulk,TF,BE,bulk sample,6.52,D,113.06,D,733886,10.85,39.76,102.16,47.16,1.22,10.09,25.78,D,46983,14.79,46.57,38.57,D,161.53,D,9.90,46983,477.98,D,,19.3278688525,13,
46984,2010,4,24,Bulk,SF,YP,bulk sample,5.8,D,154.21,D,733886,68.29,377.47,1053.62,360.52,22.42,1.86,195.84,D,46984,60.45,254.97,3.69,D,354.064,R,196.16,46984,10818.51,D,,8.04014272971,13,
46985,2010,4,24,Bulk,SF,BE,bulk sample,5.34,D,245.7,D,733886,30.95,23.01,265.38,36.89,2.39,86.16,97.70,D,46985,24.18,158.47,120.34,D,571.283,R,205.24,46985,1941.19,D,,7.71757322176,13,
46986,2010,4,24,Bulk,LL,LL,bulk sample,5.92,D,1.507,D,733886,16.46,152.50,127.11,155.63,4.32,92.00,32.58,D,46986,10.89,44.67,76.41,D,119.084,D,41.16,46986,2120.13,D,,18.0127314815,13,
46987,2010,4,24,Bulk,LL,LL,bulk sample,5.88,D,1.541,D,733886,15.14,141.17,102.88,211.42,4.68,113.54,29.96,D,46987,12.23,43.04,121.14,D,172.336,D,49.65,46987,2022.89,D,,22.5876068376,13,
46988,2010,4,24,Bulk,SSF,YP,bulk sample,5.22,D,1.048,D,733886,33.37,117.24,161.23,123.88,26.19,90.25,84.14,D,46988,48.39,149.96,147.53,D,193.378,D,44.80,46988,1575.53,D,,2.36502481863,13,
46989,2010,4,24,Bulk,SSF,BE,bulk sample,4.7,D,5.81,D,733886,32.23,44.09,74.97,46.31,12.28,53.56,43.99,D,46989,14.62,79.71,114.55,D,144.296,D,23.94,46989,601.21 ,D,,1.88558631922,13,
46990,2010,4,24,Bulk,BP,BP,bulk sample,5.52,D,31.416,D,733886,2.62,8.41,3.74,24.60,0.36,0.38,13.97,D,46990,10.64,29.11,30.36,D,70.241,D,8.47,46990,14.60 ,R,,34.1666666667,13,
46991,2010,6,9,Bulk,TF,YP,bulk sample,5.92,D,84.015,R,733932,100.04,60.49,95.14,104.54,1.80,6.61,44.44,D,46991,27.05,75.94,73.03,D,176.661,D,19.62,46991,763.40 ,D,,29.0388888889,69,
46992,2010,6,9,Bulk,TF,BE,bulk sample,6.03,D,81.414,R,733932,107.15,70.40,203.95,131.05,1.39,19.33,78.41,D,46992,24.43,136.95,122.51,D,239.693,R,35.77,46992,1043.61 ,D,,47.1402877698,69,
46993,2010,6,9,Bulk,SF,YP,bulk sample,5.85,D,6.616,D,733932,130.37,96.17,688.79,99.14,4.11,22.57,99.47,D,46993,57.47,136.73,83.44,D,628.633,R,538.58,46993,2577.96 ,D,,12.0608272506,69,
46994,2010,6,9,Bulk,SF,BE,bulk sample,4.98,D,79.077,D,733932,38.62,43.49,541.64,68.06,2.84,243.36,97.10,D,46994,32.20,142.15,195.55,D,532.117,R,257.49,46994,2000.39 ,D,,11.9823943662,69,
46995,2010,6,9,Bulk,LL,LL,bulk sample,6.86,D,35.813,D,733932,27.78,310.24,674.19,318.12,8.33,141.50,66.77,D,46995,58.09,82.02,72.15,D,249.823,R,141.86,46995,3313.19 ,D,,19.0948379352,69,
46996,2010,6,9,Bulk,LL,LL,bulk sample,4.84,D,6.738,D,733932,34.39,322.19,366.91,486.36,5.09,133.00,99.39,D,46996,56.19,162.23,698.44,D,855.148,R,149.97,46996,2944.85 ,D,,47.7760314342,69,
46997,2010,6,9,Bulk,SSF,YP,bulk sample,6.36,D,111.123,R,733932,92.20,27.34,43.29,78.25,0.55,19.16,33.23,D,46997,14.70,59.53,39.05,D,185.866,R,35.70,46997,330.39 ,D,,71.1363636364,69,
46998,2010,6,22,Bulk,SSF,BE,bulk sample,6.15,D,1.805,D,733945,124.90,56.58,164.72,81.81,1.48,-0.04,43.81,D,46998,11.22,73.79,104.49,D,131.819,D,25.52,46998,579.34 ,D,,27.6385135135,28,
46999,2010,6,22,Bulk,BP,BP,bulk sample,4.91,D,9.288,D,733945,54.28,37.96,99.09,73.38,1.28,5.07,45.28,D,46999,15.07,82.12,87.02,D,181.457,R,85.15,46999,513.60 ,D,,28.6640625,28,
47000,2010,6,22,Bulk,TF,YP,bulk sample,5.96,D,2.619,D,733945,38.46,144.10,1069.18,134.05,9.41,0.74,94.63,D,47000,27.81,120.55,179.89,D,310.121,R,127.62,47000,3428.06 ,D,,7.12274176408,28,
47001,2010,6,22,Bulk,TF,BE,bulk sample,4.99,D,13.13,D,733945,51.58,42.46,218.61,46.92,1.53,10.86,61.70,D,47001,18.44,101.56,178.02,D,444.245,R,253.09,47001,895.18 ,D,,15.3333333333,28,
47002,2010,6,22,Bulk,SF,YP,bulk sample,5.6,D,1.363,D,733945,48.30,145.35,385.43,151.36,3.65,63.93,55.58,D,47002,52.57,87.30,230.64,D,288.727,R,56.72,47002,2010.17 ,D,,20.7342465753,28,
47003,2010,6,22,Bulk,SF,BE,bulk sample,5.03,D,95.281,R,733945,22.30,359.83,373.31,524.87,3.32,95.10,89.77,D,47003,24.35,148.11,840.34,D,1092.161,R,156.54,47003,2385.79 ,D,,79.046686747,28,
47004,2010,6,22,Bulk,LL,LL,bulk sample,5.34,D,2.013,D,733945,21.34,49.26,281.14,58.15,7.62,10.54,51.88,D,47004,24.43,81.13,146.63,D,195.178,R,46.54,47004,1465.63 ,D,,3.8156167979,28,
47005,2010,6,22,Bulk,LL,LL,bulk sample,4.74,D,46.958,D,733945,15.85,49.22,171.70,63.72,9.27,14.52,56.04,D,47005,17.69,95.46,120.09,D,242.748,R,75.70,47005,1281.86 ,D,,3.43689320388,28,
47006,2010,6,22,Bulk,SSF,YP,bulk sample,5.15,D,356.65,D,733945,28.29,45.68,61.66,44.01,0.18,-0.28,46.55,D,47006,11.05,82.97,42.74,D,764.696,R,365.30,47006,177.33 ,D,,122.25,28,
47007,2010,7,19,Bulk,SSF,BE,bulk sample,6.2,D,25.281,D,733972,121.68,35.37,120.33,53.19,2.01,6.99,29.54,D,47007,10.85,43.99,43.69,D,112.529,D,43.55,47007,1062.43 ,D,,13.2313432836,62,
47008,2010,7,19,Bulk,BP,BP,bulk sample,5.86,D,1.737,D,733972,35.77,33.83,85.29,48.90,1.87,39.60,22.47,D,47008,18.31,38.51,55.25,D,124,D,67.02,47008,340.20 ,D,,13.0748663102,62,
47009,2010,7,19,Bulk,TF,YP,bulk sample,6.18,D,67.273,D,733972,25.91,204.17,1285.19,225.08,10.33,2.64,88.96,D,47009,13.91,90.77,21.76,D,261.527,R,172.49,47009,6781.94 ,D,,10.894482091,62,
47010,2010,7,19,Bulk,TF,BE,bulk sample,6.45,D,52.555,D,733972,6.17,8.08,198.69,14.61,0.91,42.70,32.28,D,47010,6.42,52.29,59.11,D,143.892,D,32.23,47010,818.52 ,D,,8.02747252747,62,
47011,2010,7,19,Bulk,SF,YP,bulk sample,6.05,D,1.538,D,733972,10.19,219.26,217.48,258.95,5.60,186.73,37.42,D,47011,8.53,42.93,135.47,D,229.033,R,92.03,47011,2741.52 ,D,,23.1205357143,62,
47012,2010,7,19,Bulk,SF,BE,bulk sample,5.81,D,1.74,D,733972,6.57,241.69,174.83,393.64,6.46,224.33,42.20,D,47012,7.79,53.09,300.31,D,395.411,R,93.36,47012,2920.23 ,D,,30.4674922601,62,
47013,2010,7,19,Bulk,LL,LL,bulk sample,5.91,D,1.599,D,733972,13.11,29.64,185.36,40.61,9.24,14.51,27.30,D,47013,7.66,30.17,54.03,D,107.506,D,51.88,47013,2031.59 ,D,,2.19751082251,62,
47014,2010,7,19,Bulk,LL,LL,bulk sample,5.72,D,2.218,D,733972,13.23,27.11,89.98,34.97,8.11,69.60,30.09,D,47014,13.63,47.25,40.34,D,81.661,D,39.10,47014,1046.42 ,D,,2.15598027127,62,
47015,2010,7,19,Bulk,SSF,YP,bulk sample,5.29,D,18.69,D,733972,66.99,35.27,33.01,52.13,0.44,89.56,21.17,D,47015,24.59,37.84,36.53,D,156.459,D,101.24,47015,146.21 ,D,,59.2386363636,62,
47016,2010,11,4,Bulk,SSF,BE,bulk sample,6.37,D,1.197,D,734080,19.51,70.28,336.20,75.20,3.14,8.27,24.51,D,47016,33.27,27.37,n.a.,D,39.567,D,38.37,47016,1815.83 ,D,,11.974522293,16,
47017,2010,11,4,Bulk,BP,BP,bulk sample,6.54,D,7.692,D,734080,8.40,88.74,226.41,72.88,2.41,9.87,16.47,D,47017,28.65,22.66,6.14,D,38.63,D,24.79,47017,518.15 ,D,,15.1203319502,16,
47018,2010,11,4,Bulk,TF,YP,bulk sample,6.49,D,38.443,D,734080,26.19,218.66,1234.95,248.28,13.00,8.77,76.23,D,47018,36.16,66.02,1.28,D,219.795,R,180.07,47018,8204.90 ,D,,9.54923076923,16,
47019,2010,11,4,Bulk,TF,BE,bulk sample,6.77,D,16.805,D,734080,6.75,5.39,144.71,9.05,1.22,36.99,17.34,D,47019,10.89,27.17,12.32,D,46.872,D,17.75,47019,439.97 ,D,,3.70901639344,16,
47020,2010,11,4,Bulk,SF,YP,bulk sample,6.5,D,1.354,D,734080,16.73,233.71,571.48,234.56,6.97,73.10,44.32,D,47020,60.18,52.68,n.a.,D,72.223,D,70.87,47020,2149.76 ,D,,16.8263988522,16,
47021,2010,11,4,Bulk,SF,BE,bulk sample,6.47,D,1.746,D,734080,69.44,151.07,312.93,217.77,5.60,57.86,29.26,D,47021,41.24,33.16,n.a.,D,34.689,D,32.94,47021,1691.27 ,D,,19.44375,16,
47022,2010,11,4,Bulk,LL,LL,bulk sample,5.78,D,20.746,D,734080,58.97,133.68,196.21,155.92,26.44,182.98,79.41,D,47022,83.53,132.46,169.25,D,240.236,R,50.24,47022,1902.63,D,,2.94856278366,16,
47023,2010,11,4,Bulk,LL,LL,bulk sample,5.79,D,9.013,D,734080,18.96,30.93,65.64,30.28,9.64,60.71,33.38,D,47023,27.64,59.04,17.32,D,50.337,D,24.00,47023,639.22,D,,1.57053941909,16,
47024,2010,11,4,Bulk,SSF,SSF,bulk sample,6.19,D,7.576,D,734080,5.54,6.72,5.64,12.30,0.00,2.92,4.18,D,47024,2.69,6.11,6.18,D,20.367,D,6.61,47024,-4.46,R,,N/A,16,
